O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,O_UP
10-26,668,902459,17:00:00,24,41,1
10-28,6012,902579,12:00:00,28,39,1
10-31,829,903426,10:00:00,20,27,0
10-30,61101,902026,10:00:00,14,21,1
10-30,902,905274,18:00:00,8,22,0
10-31,868,900836,10:00:00,23,36,1
10-28,4593,907402,12:00:00,17,45,0
10-29,878,905871,12:00:00,28,43,1
10-29,562,902119,14:00:00,17,36,0
10-28,846,921927,10:00:00,28,38,0
10-31,879,904360,16:00:00,27,37,0
10-31,961,903077,22:00:00,9,36,0
10-31,862,901091,18:00:00,16,32,0
10-29,850,906989,8:00:00,14,38,1
10-26,954,902553,15:00:00,4,24,1
10-31,863,960167,12:00:00,31,37,1
10-28,606,900495,16:00:00,29,39,1
10-30,859,900455,12:00:00,55,59,1
10-28,861,905896,10:00:00,2,18,1
10-29,653,900197,14:00:00,31,39,0
10-26,963,903527,17:00:00,11,29,1
10-30,13,902392,20:00:00,9,19,1
10-26,628,902276,13:00:00,13,43,0
10-31,605,901284,18:00:00,11,24,1
10-26,97,921463,15:00:00,13,23,0
10-30,6002,900335,22:00:00,23,29,1
10-31,857,904023,12:00:00,16,37,1
10-28,902,905272,10:00:00,17,24,0
10-25,952,900792,17:00:00,7,28,0
10-25,35,902204,11:00:00,16,24,1
10-31,908,900926,18:00:00,15,41,1
10-29,4013,904588,8:00:00,17,26,1
10-30,642,903007,8:00:00,6,28,1
10-26,862,901097,19:00:00,16,32,0
10-25,61101,912222,13:00:00,10,18,0
10-31,6012,902576,10:00:00,20,37,0
10-27,912,907342,11:00:00,13,35,1
10-29,645,901853,16:00:00,17,30,0
10-27,838,921508,21:00:00,28,43,0
10-27,865,907356,17:00:00,27,32,1
10-26,4205,904937,9:00:00,23,32,0
10-29,609,900930,16:00:00,2,26,1
10-31,752,907006,12:00:00,6,25,1
10-28,696,900116,10:00:00,8,14,1
10-25,850,906812,7:00:00,20,38,1
10-25,653,900198,7:00:00,34,39,1
10-26,649,912309,9:00:00,10,19,1
10-26,607,906339,15:00:00,31,42,0
10-27,907,905533,7:00:00,26,33,0
10-29,3,932514,8:00:00,20,25,1
10-29,652,903888,8:00:00,14,44,1
10-27,723,904501,15:00:00,9,16,1
10-25,856,906899,7:00:00,21,40,1
10-25,6001,900295,17:00:00,16,21,1
10-25,673,900233,9:00:00,27,43,0
10-31,95,901541,12:00:00,6,18,1
10-26,692,942173,9:00:00,11,18,1
10-25,908,900924,21:00:00,39,46,0
10-27,610,906388,19:00:00,11,34,0
10-31,706,906560,14:00:00,29,49,0
10-28,668,900876,18:00:00,16,36,0
10-26,961,903086,15:00:00,14,36,0
10-28,800,922544,10:00:00,20,44,0
10-31,537,904871,18:00:00,11,22,0
10-30,836,905215,14:00:00,14,35,0
10-31,560,901729,10:00:00,9,15,0
10-31,808,900250,8:00:00,16,45,0
10-30,849,903229,16:00:00,35,41,0
10-28,963,903535,16:00:00,7,25,0
10-30,705,907374,18:00:00,61,68,0
10-29,703,905046,20:00:00,6,29,0
10-31,35,902200,18:00:00,14,24,1
10-29,6011,904521,22:00:00,14,34,0
10-27,962,903127,17:00:00,11,26,1
10-26,737,901139,7:00:00,2,17,0
10-29,1,902735,18:00:00,11,30,0
10-25,628,902269,9:00:00,44,50,1
10-26,746,905364,11:00:00,9,13,0
10-28,872,902299,22:00:00,27,43,1
10-31,850,906805,16:00:00,31,38,0
10-26,47,906234,11:00:00,44,51,0
10-30,840,903099,16:00:00,28,35,1
10-27,640,903179,7:00:00,3,26,1
10-30,860,901840,10:00:00,36,41,1
10-25,315,902115,11:00:00,2,11,0
10-26,632,903637,19:00:00,16,44,0
10-31,655,906097,14:00:00,25,33,0
10-27,735,900540,21:00:00,12,23,1
10-30,846,921911,16:00:00,34,39,1
10-29,836,904155,8:00:00,5,33,0
10-30,830,907149,8:00:00,11,25,0
10-27,42,942315,17:00:00,10,16,0
10-29,849,903227,10:00:00,19,41,0
10-31,681,907250,18:00:00,18,34,1
10-30,829,903562,8:00:00,2,25,0
10-31,685,902515,8:00:00,35,43,0
10-29,569,901740,8:00:00,14,28,0
10-30,639,901811,14:00:00,22,34,0
10-27,220,901071,19:00:00,2,9,0
10-25,686,906002,15:00:00,47,61,1
10-31,751,942258,14:00:00,18,25,1
10-28,95,900483,14:00:00,3,22,0
10-31,952,900771,12:00:00,24,33,0
10-26,824,907210,17:00:00,2,31,1
10-27,6001,900310,15:00:00,9,25,0
10-25,725,903061,17:00:00,10,20,0
10-27,7052,903545,19:00:00,19,52,0
10-31,668,902900,10:00:00,25,36,0
10-30,6012,902569,22:00:00,32,39,1
10-27,653,900183,11:00:00,28,39,0
10-30,832,903483,18:00:00,18,29,1
10-29,7052,903559,12:00:00,47,53,1
10-28,830,907141,10:00:00,12,25,0
10-28,766,902050,10:00:00,3,14,0
10-26,963,903529,13:00:00,6,29,0
10-28,675,905243,20:00:00,16,39,1
10-28,459,905424,16:00:00,36,44,1
10-25,631,932322,19:00:00,33,44,1
10-30,652,903936,14:00:00,4,35,0
10-30,633,905507,14:00:00,25,30,1
10-26,641,906257,17:00:00,6,26,1
10-25,632,904190,13:00:00,29,41,1
10-26,860,901837,21:00:00,12,39,0
10-31,607,906338,8:00:00,33,42,1
10-30,725,902038,10:00:00,12,20,1
10-26,203,905785,19:00:00,14,23,0
10-29,631,904142,14:00:00,31,42,0
10-30,591,904949,12:00:00,12,16,0
10-27,563,907010,9:00:00,19,29,0
10-31,7081,902891,18:00:00,2,9,0
10-27,666,903167,7:00:00,10,18,0
10-29,622,904568,18:00:00,41,47,0
10-26,620,901124,7:00:00,2,28,0
10-28,48,963862,12:00:00,2,23,0
10-27,602,901784,19:00:00,39,46,1
10-27,673,900226,9:00:00,36,42,1
10-25,629,901577,7:00:00,11,44,0
10-26,539,904104,7:00:00,14,18,0
10-31,842,900966,12:00:00,15,25,1
10-26,629,901593,15:00:00,29,52,1
10-28,808,900255,8:00:00,42,48,1
10-31,906,900889,14:00:00,8,33,0
10-31,836,905206,20:00:00,23,34,1
10-27,665,906071,19:00:00,23,38,0
10-25,37,912323,11:00:00,2,31,1
10-30,827,903591,18:00:00,14,20,0
10-30,15,901758,20:00:00,13,17,0
10-26,732,900543,17:00:00,7,15,1
10-31,905,901666,8:00:00,27,37,1
10-27,533,900682,15:00:00,5,27,0
10-30,652,903939,18:00:00,57,76,1
10-27,32,941335,13:00:00,16,20,0
10-26,905,901660,7:00:00,28,37,1
10-29,37,912323,18:00:00,18,31,0
10-25,912,907328,15:00:00,21,35,1
10-26,593,906728,9:00:00,17,25,0
10-25,682,906120,15:00:00,9,30,0
10-29,595,903995,14:00:00,7,18,1
10-31,30,942295,18:00:00,13,23,0
10-27,835,904408,9:00:00,7,34,1
10-31,686,906029,10:00:00,12,37,1
10-31,954,907442,10:00:00,9,14,1
10-31,836,905209,20:00:00,10,34,1
10-31,961,903088,10:00:00,21,36,0
10-27,725,903438,15:00:00,2,20,1
10-25,22,912200,13:00:00,8,29,0
10-29,652,903911,8:00:00,68,84,0
10-25,751,942284,19:00:00,21,25,1
10-26,3,932527,19:00:00,8,24,0
10-27,619,904734,15:00:00,32,43,0
10-26,6001,900311,7:00:00,17,21,1
10-27,849,903241,9:00:00,35,41,0
10-28,808,904632,16:00:00,10,41,0
10-30,34,906402,16:00:00,10,25,0
10-30,653,900178,18:00:00,30,39,0
10-25,20,904653,19:00:00,22,32,0
10-26,672,902501,19:00:00,26,38,0
10-27,830,907119,9:00:00,16,26,1
10-30,711,906933,8:00:00,15,46,1
10-30,703,904292,18:00:00,25,29,0
10-31,808,900291,20:00:00,31,48,1
10-30,47,962345,8:00:00,34,48,0
10-25,803,906622,15:00:00,16,33,1
10-26,656,902346,21:00:00,2,10,0
10-25,698,902373,9:00:00,11,42,1
10-31,622,906894,12:00:00,32,49,1
10-25,705,907377,9:00:00,56,68,0
10-29,907,905516,20:00:00,18,33,0
10-27,841,902928,17:00:00,23,42,0
10-25,681,907256,13:00:00,29,34,1
10-27,878,905870,7:00:00,10,26,0
10-27,716,902323,9:00:00,8,18,0
10-29,632,904203,8:00:00,39,44,0
10-26,633,905496,15:00:00,16,31,1
10-30,806,906531,18:00:00,17,31,1
10-30,676,904700,8:00:00,44,49,0
10-28,691,942276,12:00:00,9,14,1
10-30,606,900502,18:00:00,21,40,0
10-27,824,907206,19:00:00,30,40,0
10-27,657,921135,11:00:00,2,28,1
10-28,628,902272,8:00:00,18,39,0
10-27,836,905212,13:00:00,16,35,0
10-30,861,905892,12:00:00,25,39,1
10-27,878,905864,19:00:00,23,41,0
10-30,902,905378,18:00:00,2,16,0
10-25,879,903755,9:00:00,27,38,1
10-30,657,921145,18:00:00,20,46,1
10-29,859,900445,16:00:00,23,50,0
10-27,668,902934,11:00:00,15,24,0
10-25,9,903151,9:00:00,7,25,1
10-27,682,900816,7:00:00,21,30,1
10-25,688,905155,17:00:00,11,27,1
10-31,827,903588,14:00:00,7,17,1
10-26,339,901014,17:00:00,8,13,0
10-27,220,901339,7:00:00,17,22,1
10-26,656,904178,21:00:00,30,34,1
10-26,645,901856,9:00:00,7,29,0
10-31,628,902261,16:00:00,40,52,0
10-25,632,904194,19:00:00,31,41,1
10-27,641,902633,19:00:00,17,40,0
10-26,803,906615,13:00:00,10,32,1
10-27,186,906484,9:00:00,32,44,0
10-28,810,904759,12:00:00,6,20,0
10-27,954,907428,9:00:00,7,34,0
10-31,951,903259,8:00:00,22,28,0
10-25,4205,904939,11:00:00,23,32,0
10-31,954,907426,16:00:00,31,40,0
10-29,9,904264,14:00:00,15,25,1
10-26,706,906570,15:00:00,42,46,1
10-31,653,900195,20:00:00,23,39,1
10-30,95,921437,18:00:00,7,22,1
10-30,48,906236,16:00:00,9,29,0
10-26,657,921128,15:00:00,13,38,0
10-26,362,905626,15:00:00,2,16,1
10-26,703,905046,13:00:00,22,29,1
10-28,731,902158,8:00:00,27,38,1
10-27,961,903086,9:00:00,28,35,1
10-30,841,902928,18:00:00,9,31,1
10-26,628,902262,7:00:00,14,35,0
10-30,645,901871,10:00:00,22,28,1
10-31,691,942160,10:00:00,9,14,0
10-31,961,903090,18:00:00,31,36,0
10-27,97,921458,17:00:00,11,23,0
10-31,643,963805,16:00:00,19,30,0
10-31,636,907050,14:00:00,15,21,0
10-26,903,906224,7:00:00,29,33,1
10-27,901,900388,15:00:00,22,37,1
10-25,688,903673,9:00:00,10,35,1
10-27,706,906563,11:00:00,42,49,0
10-25,689,901910,9:00:00,17,27,1
10-30,682,906124,18:00:00,24,30,1
10-29,220,901474,18:00:00,18,22,0
10-28,670,919780,12:00:00,19,26,0
10-30,808,904627,18:00:00,40,47,0
10-25,675,905231,17:00:00,28,39,1
10-25,872,902307,9:00:00,33,43,1
10-25,9,904261,15:00:00,16,25,1
10-29,846,921912,8:00:00,19,39,1
10-29,628,902268,14:00:00,18,40,0
10-31,871,902821,12:00:00,35,39,1
10-30,700,902705,20:00:00,2,32,1
10-29,666,904297,8:00:00,11,18,0
10-31,671,911415,10:00:00,32,40,1
10-27,610,906379,15:00:00,25,33,1
10-25,459,905423,9:00:00,38,44,0
10-27,961,903093,15:00:00,13,35,1
10-30,672,932355,8:00:00,30,38,0
10-27,879,904349,9:00:00,32,37,0
10-29,903,906213,22:00:00,14,24,1
10-30,861,905897,12:00:00,2,27,1
10-27,824,907219,17:00:00,15,21,0
10-27,12,901796,11:00:00,20,30,0
10-27,850,906984,13:00:00,31,38,0
10-27,850,906993,17:00:00,19,38,1
10-25,753,901069,7:00:00,11,29,1
10-26,662,900628,15:00:00,33,41,1
10-25,691,942155,9:00:00,2,14,0
10-29,1,902756,8:00:00,11,30,0
10-26,658,900527,15:00:00,24,46,1
10-27,952,900769,15:00:00,22,33,1
10-25,716,902333,7:00:00,12,18,1
10-28,1,903608,8:00:00,10,29,1
10-30,961,903096,22:00:00,12,36,0
10-25,859,900456,19:00:00,52,59,1
10-28,93,903949,16:00:00,2,22,0
10-25,668,902916,11:00:00,29,41,1
10-30,47,963835,8:00:00,31,51,0
10-28,837,905353,20:00:00,23,27,1
10-29,837,905360,14:00:00,22,27,1
10-27,800,922532,19:00:00,33,49,0
10-29,18601,904754,12:00:00,6,10,0
10-31,668,902900,8:00:00,24,41,1
10-26,860,901839,11:00:00,22,40,0
10-29,703,904148,20:00:00,7,29,1
10-31,665,906070,18:00:00,17,38,1
10-28,827,903169,18:00:00,14,20,0
10-28,867,900355,10:00:00,28,35,0
10-29,682,906128,10:00:00,24,30,0
10-27,606,900499,21:00:00,17,40,0
10-30,27,906162,10:00:00,22,27,0
10-25,954,907425,17:00:00,8,28,1
10-25,748,907030,7:00:00,18,29,0
10-28,869,903460,22:00:00,34,42,1
10-29,861,905904,10:00:00,26,31,1
10-26,668,900876,7:00:00,28,36,0
10-31,652,903927,8:00:00,44,75,0
10-29,872,902293,12:00:00,18,33,1
10-31,850,906991,14:00:00,24,38,1
10-27,832,903489,21:00:00,21,28,0
10-26,347,903712,21:00:00,2,13,0
10-28,619,904714,16:00:00,23,43,0
10-28,34,912362,8:00:00,17,25,0
10-29,850,906986,16:00:00,34,38,1
10-25,829,903422,13:00:00,8,28,1
10-28,841,900867,14:00:00,10,33,1
10-31,588,904488,10:00:00,7,17,0
10-31,735,900548,18:00:00,14,24,0
10-30,668,902902,14:00:00,26,41,1
10-30,676,904693,12:00:00,34,49,0
10-29,462,901236,16:00:00,17,22,0
10-30,698,902620,18:00:00,4,38,0
10-27,685,902515,7:00:00,16,38,0
10-29,871,906822,10:00:00,4,29,0
10-25,570,904739,11:00:00,4,13,0
10-26,641,906252,17:00:00,30,43,0
10-29,810,904760,8:00:00,16,21,1
10-28,859,900458,20:00:00,18,54,0
10-31,697,906703,16:00:00,22,30,1
10-26,871,902818,9:00:00,29,40,0
10-30,682,906125,8:00:00,2,26,0
10-27,702,904769,11:00:00,12,22,1
10-26,856,906884,13:00:00,36,40,1
10-29,47,963849,22:00:00,43,51,0
10-30,813,906627,16:00:00,17,23,1
10-25,596,906302,11:00:00,8,17,1
10-29,954,907425,20:00:00,35,40,0
10-26,13,901360,9:00:00,4,19,0
10-28,161,905177,14:00:00,50,55,1
10-30,832,903479,18:00:00,13,28,0
10-29,748,903839,8:00:00,19,29,0
10-27,672,902500,17:00:00,23,37,1
10-30,806,906542,22:00:00,21,34,0
10-26,837,905359,19:00:00,17,27,1
10-27,22,912205,13:00:00,23,29,1
10-25,827,903588,13:00:00,9,20,0
10-28,961,901697,20:00:00,21,36,0
10-25,665,906155,17:00:00,25,38,0
10-31,863,960167,14:00:00,34,39,0
10-28,910,905540,16:00:00,11,19,1
10-27,607,906341,15:00:00,30,42,1
10-27,685,902522,21:00:00,30,41,0
10-26,203,905789,9:00:00,8,23,0
10-26,952,906250,7:00:00,19,32,1
10-26,50,932517,7:00:00,6,16,0
10-25,643,963813,9:00:00,16,30,0
10-29,6012,902580,10:00:00,33,39,1
10-31,619,904727,8:00:00,8,27,0
10-25,706,906562,9:00:00,8,41,1
10-28,808,900288,16:00:00,38,47,0
10-25,906,906782,13:00:00,21,39,1
10-29,645,901855,8:00:00,18,28,1
10-26,829,900028,13:00:00,6,27,0
10-31,911,907322,12:00:00,18,32,0
10-29,707,905928,14:00:00,18,24,1
10-25,602,901777,9:00:00,22,44,0
10-31,24,906914,8:00:00,5,10,1
10-25,9,904264,15:00:00,11,25,0
10-25,672,902504,15:00:00,15,38,0
10-27,681,962613,7:00:00,12,29,0
10-27,161,904164,11:00:00,30,53,1
10-27,909,907310,15:00:00,18,32,1
10-25,903,906223,11:00:00,26,31,0
10-27,95,921434,9:00:00,15,22,1
10-31,878,905866,18:00:00,19,41,0
10-25,628,902271,19:00:00,46,52,0
10-30,912,906844,10:00:00,28,35,1
10-31,872,902304,10:00:00,24,43,1
10-29,867,900374,8:00:00,19,35,0
10-31,840,903104,12:00:00,10,34,1
10-26,660,942271,19:00:00,11,31,1
10-30,641,902634,12:00:00,18,33,0
10-31,665,906083,8:00:00,12,37,0
10-25,749,900619,15:00:00,22,28,0
10-26,907,905534,7:00:00,4,28,0
10-26,952,906246,15:00:00,25,33,0
10-31,216,903954,16:00:00,25,32,0
10-25,703,905046,7:00:00,9,29,1
10-28,696,900121,16:00:00,11,15,0
10-30,952,900771,10:00:00,7,29,0
10-29,592,906720,12:00:00,5,24,0
10-25,952,906244,13:00:00,2,24,1
10-25,800,922544,9:00:00,6,30,1
10-31,732,900537,8:00:00,3,15,0
10-31,841,902918,8:00:00,24,42,0
10-31,652,903893,10:00:00,68,84,1
10-29,47,962346,18:00:00,19,42,0
10-30,952,900775,14:00:00,17,34,0
10-25,592,906718,19:00:00,12,24,0
10-31,4204,904929,8:00:00,28,32,0
10-29,856,906683,14:00:00,11,30,1
10-27,607,906341,13:00:00,33,42,0
10-26,658,900520,7:00:00,24,46,1
10-25,686,906020,11:00:00,47,61,1
10-30,6012,902589,20:00:00,16,37,0
10-25,619,904732,19:00:00,34,41,1
10-28,673,900203,18:00:00,22,39,0
10-27,878,905864,7:00:00,23,43,1
10-30,859,900465,12:00:00,17,53,1
10-26,658,900517,19:00:00,42,46,1
10-30,850,906792,10:00:00,13,38,1
10-31,912,907275,14:00:00,20,35,0
10-30,808,900284,14:00:00,38,48,1
10-29,610,906375,10:00:00,19,35,0
10-29,653,900190,8:00:00,25,39,0
10-31,6001,900303,14:00:00,8,25,0
10-29,30,942310,12:00:00,15,22,1
10-25,838,921508,7:00:00,38,44,1
10-26,676,904679,19:00:00,37,49,0
10-30,662,900628,10:00:00,24,42,0
10-26,676,904695,9:00:00,36,49,0
10-28,339,901004,12:00:00,6,13,0
10-25,34,912363,9:00:00,3,25,0
10-25,3,932501,17:00:00,6,25,1
10-29,50,932523,18:00:00,5,16,0
10-31,850,906989,18:00:00,19,38,0
10-25,865,907351,7:00:00,7,19,1
10-31,907,905520,10:00:00,22,32,1
10-30,827,903598,14:00:00,12,20,0
10-31,865,907360,8:00:00,19,32,1
10-28,827,902382,14:00:00,13,17,1
10-30,954,907431,14:00:00,29,41,1
10-29,952,900771,12:00:00,28,33,0
10-26,871,902810,17:00:00,32,39,1
10-30,605,901277,10:00:00,32,47,0
10-29,603,905621,14:00:00,5,12,1
10-28,628,901543,8:00:00,23,51,0
10-25,336,905711,13:00:00,8,13,0
10-28,867,900364,20:00:00,25,35,0
10-26,622,906897,17:00:00,17,36,0
10-26,680,901257,13:00:00,29,41,0
10-26,633,905542,9:00:00,24,31,1
10-28,912,907339,20:00:00,28,35,1
10-31,652,903895,16:00:00,28,64,1
10-25,657,921139,15:00:00,17,41,0
10-31,878,905862,8:00:00,9,32,1
10-26,619,904724,17:00:00,18,43,0
10-27,866,903685,9:00:00,9,32,0
10-25,836,905210,11:00:00,14,34,1
10-31,4013,907238,8:00:00,16,26,1
10-27,912,907343,11:00:00,21,35,0
10-27,4208,904906,19:00:00,32,43,0
10-28,846,921901,20:00:00,9,39,1
10-29,97,904235,12:00:00,6,21,1
10-30,663,900176,18:00:00,24,30,1
10-27,462,901891,11:00:00,8,19,0
10-29,606,900500,10:00:00,8,29,0
10-25,613,904664,15:00:00,9,20,0
10-31,824,902671,8:00:00,30,40,0
10-29,168,901996,8:00:00,42,60,0
10-28,665,906086,14:00:00,33,38,1
10-29,808,900290,8:00:00,7,42,0
10-28,690,904082,14:00:00,24,47,1
10-25,908,900925,11:00:00,36,47,1
10-27,157,932304,7:00:00,11,25,0
10-29,565,901018,16:00:00,9,27,0
10-25,642,903012,9:00:00,19,40,1
10-27,686,906021,17:00:00,50,61,1
10-26,607,906340,9:00:00,29,42,1
10-25,903,906213,15:00:00,24,31,0
10-26,609,900950,9:00:00,9,35,1
10-28,640,903186,10:00:00,13,34,0
10-30,869,903460,14:00:00,17,42,0
10-25,673,900204,7:00:00,11,27,0
10-26,4208,904906,7:00:00,3,28,1
10-26,746,905362,7:00:00,8,13,1
10-31,808,900255,18:00:00,43,47,0
10-26,634,901767,19:00:00,30,34,0
10-31,214,900427,10:00:00,23,28,1
10-28,732,900544,8:00:00,4,15,1
10-25,702,904769,13:00:00,10,22,1
10-26,830,907141,11:00:00,20,25,0
10-30,679,906457,12:00:00,12,34,0
10-30,6002,900338,16:00:00,6,29,1
10-28,711,906940,12:00:00,36,45,0
10-26,22,912213,17:00:00,19,29,1
10-25,657,921128,13:00:00,7,40,1
10-31,952,900775,10:00:00,16,33,0
10-26,652,903934,13:00:00,41,71,0
10-27,902,905384,7:00:00,17,24,0
10-28,593,906312,10:00:00,18,25,0
10-25,857,904043,9:00:00,2,27,1
10-26,827,903588,7:00:00,10,20,0
10-30,910,905541,18:00:00,12,18,0
10-25,903,906224,9:00:00,11,31,0
10-26,850,906987,7:00:00,24,38,0
10-30,705,900794,8:00:00,59,67,1
10-25,685,902531,9:00:00,26,42,1
10-27,459,905431,17:00:00,25,44,0
10-26,12,901797,11:00:00,13,30,0
10-26,908,900907,11:00:00,15,39,1
10-28,849,903243,20:00:00,24,41,0
10-29,829,900027,18:00:00,21,28,1
10-26,34,912368,19:00:00,5,25,0
10-27,800,922549,17:00:00,4,28,0
10-25,906,900884,19:00:00,31,37,0
10-28,810,903442,10:00:00,9,21,0
10-28,591,904109,12:00:00,10,16,1
10-30,592,906720,10:00:00,12,23,0
10-27,850,906802,17:00:00,6,28,1
10-28,42,942314,18:00:00,7,16,0
10-27,61102,906367,9:00:00,44,50,1
10-27,879,903738,15:00:00,27,37,0
10-31,806,906531,10:00:00,25,31,1
10-27,629,901590,11:00:00,9,44,1
10-25,628,902268,13:00:00,44,50,1
10-26,640,903171,21:00:00,5,33,0
10-25,846,921914,17:00:00,32,38,0
10-26,954,907427,17:00:00,7,22,1
10-28,629,901590,14:00:00,46,52,0
10-30,961,903087,22:00:00,27,35,1
10-26,9,904262,21:00:00,14,25,0
10-26,561,904802,17:00:00,17,33,0
10-27,869,903450,7:00:00,28,42,1
10-25,609,900938,17:00:00,40,45,0
10-28,800,922539,22:00:00,35,49,0
10-26,97,902565,13:00:00,3,21,1
10-29,592,906718,10:00:00,12,22,1
10-27,668,902907,11:00:00,34,41,1
10-27,682,906114,19:00:00,23,30,0
10-25,321,904640,7:00:00,2,10,1
10-26,609,900928,21:00:00,36,44,1
10-27,901,900388,13:00:00,17,34,0
10-29,849,903241,18:00:00,19,41,0
10-25,340,904001,11:00:00,7,11,0
10-26,20,921605,21:00:00,5,31,1
10-25,827,902381,9:00:00,4,17,1
10-31,339,901896,18:00:00,5,13,0
10-27,560,903853,9:00:00,13,18,0
10-29,175,905594,8:00:00,7,29,1
10-27,642,903017,13:00:00,21,40,1
10-26,702,904772,17:00:00,18,22,1
10-30,610,906376,22:00:00,20,35,0
10-31,322,903790,8:00:00,13,17,1
10-27,842,900979,13:00:00,20,25,1
10-25,669,931244,9:00:00,35,39,1
10-25,655,906092,9:00:00,7,33,0
10-30,906,901651,18:00:00,18,37,0
10-29,629,901566,14:00:00,41,52,0
10-30,55008,902286,10:00:00,33,46,0
10-29,912,907330,20:00:00,21,35,0
10-25,903,906216,7:00:00,6,29,0
10-25,954,907434,11:00:00,2,28,1
10-28,641,906256,10:00:00,26,43,0
10-27,725,903062,7:00:00,6,20,0
10-25,905,901672,7:00:00,10,28,0
10-29,660,942261,16:00:00,18,33,1
10-26,907,905534,15:00:00,19,33,0
10-29,804,904786,14:00:00,15,23,0
10-25,901,900382,11:00:00,4,26,0
10-25,682,906112,9:00:00,19,30,0
10-30,8,906923,12:00:00,8,18,1
10-28,688,903787,8:00:00,13,41,1
10-26,655,906098,15:00:00,26,33,1
10-26,697,906696,15:00:00,18,30,1
10-30,855,902349,8:00:00,9,32,0
10-30,459,905409,10:00:00,28,38,0
10-27,6011,904515,21:00:00,22,35,1
10-25,800,922538,19:00:00,44,49,0
10-25,868,900841,13:00:00,18,36,1
10-29,375,905019,18:00:00,2,9,1
10-30,92,904230,16:00:00,15,20,1
10-29,657,921139,12:00:00,33,46,0
10-25,832,903489,19:00:00,25,29,1
10-26,832,902482,17:00:00,24,28,0
10-28,9,904325,20:00:00,19,25,0
10-27,679,906457,9:00:00,18,34,0
10-31,804,911521,12:00:00,4,23,0
10-30,901,902863,8:00:00,32,37,1
10-29,50,932545,8:00:00,9,16,0
10-27,6012,906227,9:00:00,20,39,1
10-28,665,906147,14:00:00,8,33,1
10-27,803,906598,17:00:00,5,18,0
10-27,901,903306,17:00:00,17,35,1
10-26,619,904719,21:00:00,33,41,1
10-27,304,922516,15:00:00,9,16,0
10-31,662,900652,12:00:00,34,41,1
10-26,675,905236,11:00:00,25,39,1
10-25,672,902491,11:00:00,16,38,0
10-27,675,905236,17:00:00,2,20,1
10-25,452,904074,7:00:00,3,9,1
10-28,856,906899,8:00:00,13,34,0
10-28,846,921916,14:00:00,22,38,0
10-29,800,922532,16:00:00,34,50,1
10-28,681,907251,12:00:00,25,34,0
10-31,716,902328,18:00:00,10,18,1
10-29,593,901436,14:00:00,12,25,0
10-30,907,905515,18:00:00,11,33,0
10-31,803,906600,16:00:00,14,33,0
10-31,627,900478,18:00:00,33,42,0
10-26,655,906097,11:00:00,14,33,1
10-29,808,904626,18:00:00,43,47,0
10-31,22,912209,12:00:00,9,29,0
10-30,850,906793,8:00:00,33,38,1
10-27,953,922503,19:00:00,11,30,1
10-27,185,905678,15:00:00,2,27,0
10-31,856,906884,14:00:00,11,31,0
10-29,803,906613,18:00:00,6,23,0
10-30,840,903107,16:00:00,18,35,0
10-25,830,907111,11:00:00,20,25,0
10-29,835,904424,18:00:00,14,39,1
10-29,631,932322,10:00:00,37,43,0
10-25,863,960162,7:00:00,31,39,0
10-31,608,903874,8:00:00,32,41,0
10-28,808,904628,12:00:00,31,48,1
10-28,641,902659,14:00:00,4,21,0
10-28,30,942313,18:00:00,15,23,0
10-26,665,906089,11:00:00,16,38,0
10-30,840,903107,8:00:00,3,23,0
10-26,827,903604,17:00:00,12,17,1
10-25,850,906806,7:00:00,20,38,0
10-26,341,902005,7:00:00,3,9,0
10-30,55008,902286,8:00:00,11,15,1
10-27,680,901261,17:00:00,16,41,0
10-31,96,907076,16:00:00,16,44,1
10-27,643,963802,19:00:00,26,31,1
10-30,343,901715,18:00:00,7,13,1
10-27,15,900959,19:00:00,4,17,0
10-29,690,904082,14:00:00,22,47,1
10-30,599,904884,14:00:00,11,19,1
10-26,643,963811,17:00:00,14,30,0
10-29,954,907447,18:00:00,19,40,0
10-27,665,906078,7:00:00,19,38,0
10-30,856,906674,16:00:00,7,31,0
10-25,857,904020,15:00:00,32,38,0
10-25,7052,903551,11:00:00,21,53,1
10-26,22,912214,19:00:00,19,29,0
10-31,660,942261,10:00:00,9,33,0
10-27,681,907266,17:00:00,10,28,1
10-28,870,901390,16:00:00,38,47,1
10-27,855,904642,21:00:00,11,40,0
10-31,336,905712,16:00:00,5,13,0
10-27,660,905288,21:00:00,11,33,1
10-28,652,903940,18:00:00,57,84,1
10-25,909,907309,19:00:00,25,31,0
10-30,656,904183,10:00:00,11,34,1
10-27,663,901433,7:00:00,6,27,0
10-31,961,903092,14:00:00,19,36,0
10-27,30,942287,9:00:00,7,23,0
10-26,879,904358,7:00:00,33,38,1
10-26,806,906527,15:00:00,28,34,0
10-30,30,942290,10:00:00,12,23,0
10-25,961,903082,11:00:00,29,35,1
10-31,813,906176,10:00:00,11,24,0
10-25,570,901237,15:00:00,17,25,1
10-29,669,931237,20:00:00,28,38,1
10-25,22,912207,11:00:00,2,25,0
10-27,841,902926,17:00:00,38,42,0
10-25,916,905493,15:00:00,12,23,0
10-26,676,904690,11:00:00,30,49,1
10-28,665,906078,20:00:00,25,38,1
10-25,672,932358,7:00:00,4,34,0
10-27,96,907082,7:00:00,19,44,1
