O_DATA,O_LINENO,O_TERMINALNO,predHour,pred_start_stop_ID,pred_end_stop_ID,pred_timeStamps
10-29,304,904221,8:00:00,2,16,110;177;299;359;434;540;623;742;889;949;1049;1137;1172;1236;1336
10-29,304,904223,12:00:00,2,12,110;171;305;375;435;526;639;744;881;935;1041
10-29,304,922511,18:00:00,6,16,110;194;252;404;469;610;706;861;940;1054;1114
10-29,304,922511,20:00:00,11,16,108;183;279;354;474;544
10-29,304,922512,14:00:00,12,16,70;234;298;393;463
10-29,304,922512,20:00:00,4,16,70;115;210;294;345;450;512;610;681;834;900;1009;1069
10-29,304,922516,16:00:00,3,16,88;168;240;354;433;504;645;709;841;917;1069;1139;1254;1324
10-29,304,922516,8:00:00,7,16,72;136;300;353;486;565;690;753;866;936
10-29,307,905055,18:00:00,2,9,110;238;388;458;538;609;719;799
10-29,308,901354,8:00:00,16,20,180;330;460;560;620
10-29,308,902533,16:00:00,15,20,110;190;279;379;459;529
10-29,308,931235,10:00:00,7,20,90;160;230;340;420;470;680;740;910;1020;1141;1271;1371;1421
10-29,31,901805,16:00:00,7,21,207;366;436;556;766;876;926;1066;1156;1326;1476;1536;1586;1696;1846
10-29,31,901805,8:00:00,13,21,150;300;440;530;780;910;970;1139;1329
10-29,31,901815,8:00:00,8,21,170;310;470;680;790;860;1010;1089;1278;1425;1485;1555;1675;1835
10-29,31,901821,14:00:00,14,21,140;261;341;561;691;740;870;1039
10-29,31,901821,16:00:00,7,21,120;311;381;491;571;631;811;941;1091;1181;1331;1461;1511;1691;1861
10-29,31,901821,20:00:00,16,21,140;290;340;390;500;640
10-29,310,902087,12:00:00,2,6,110;170;280;331;380
10-29,310,902087,16:00:00,2,18,110;200;280;340;400;494;602;742;867;917;967;1147;1276;1366;1527;1647;1736
10-29,310,902087,18:00:00,2,18,110;270;480;550;610;739;851;996;1109;1159;1219;1359;1462;1522;1863;2033;2153
10-29,312,907193,18:00:00,12,22,58;128;202;315;358;405;459;532;586;666;776
10-29,312,907198,8:00:00,10,22,77;135;191;272;352;468;514;579;637;716;789;893;1013
10-29,312,907200,12:00:00,7,24,78;129;199;279;333;382;468;519;570;636;708;792;838;903;961;1042;1099;1182
10-29,312,907200,14:00:00,14,24,46;129;202;273;370;413;483;532;616;679;753
10-29,316,904607,10:00:00,6,11,121;221;361;558;659;735
10-29,316,904608,16:00:00,3,11,240;371;531;621;732;865;1057;1146;1216
10-29,32,902207,14:00:00,9,20,121;291;401;521;602;684;867;917;1067;1196;1307;1427
10-29,32,902208,22:00:00,13,20,110;220;739;929;1069;1159;1249;1299
10-29,32,902210,20:00:00,12,20,110;185;251;436;546;656;756;846;946
10-29,32,941332,16:00:00,15,20,170;360;500;601;681;731
10-29,321,904637,8:00:00,3,10,70;139;209;344;394;595;718;772
10-29,324,901989,20:00:00,3,19,90;150;210;350;391;441;539;588;690;848;934;983;1053;1111;1175;1254;1337
10-29,324,901990,16:00:00,4,19,98;157;257;323;379;460;640;734;784;914;1096;1152;1292;1342;1462;1562
10-29,324,901994,14:00:00,2,19,110;271;351;402;502;572;632;742;786;897;1034;1124;1168;1239;1307;1384;1456;1545
10-29,324,902113,16:00:00,3,19,60;120;180;320;380;430;580;630;829;1221;1288;1333;1397;1459;1528;1598;1680
10-29,326,905703,18:00:00,7,15,120;211;301;382;442;492;602;692;822
10-29,327,905195,14:00:00,2,13,110;220;325;636;737;807;1162;1222;1358;1498;1548;1618
10-29,327,905198,16:00:00,7,13,75;439;509;644;783;843;903
10-29,330,902105,8:00:00,6,13,171;321;421;531;1151;1482;1553;1663
10-29,330,905606,16:00:00,5,13,110;410;530;680;850;940;1155;1235;1336
10-29,338,903987,8:00:00,2,12,110;280;519;609;809;1249;1489;1539;1649;1804;1938
10-29,339,901002,16:00:00,7,13,100;160;259;359;429;549;669
10-29,339,901002,18:00:00,6,13,73;153;213;303;403;473;583;674
10-29,339,901003,8:00:00,7,13,120;170;270;343;489;547;587
10-29,339,901014,14:00:00,9,13,80;154;321;389;426
10-29,339,901896,8:00:00,6,13,95;195;265;356;467;547;657;777
10-29,34,906396,16:00:00,14,25,130;280;441;491;601;681;741;820;960;1060;1130;1260
10-29,34,906396,22:00:00,9,25,230;320;389;570;630;1055;1174;1354;1394;1505;1575;1625;1685;1785;1874;1934;2044
10-29,34,906397,12:00:00,19,25,80;150;240;350;450;510;630
10-29,34,906397,20:00:00,14,25,110;261;401;449;549;629;679;749;839;899;959;1099
10-29,34,906397,22:00:00,16,25,110;160;260;329;379;450;570;630;680;800
10-29,34,906398,12:00:00,4,25,70;160;270;371;461;601;711;791;941;1001;1141;1302;1502;1552;1672;1742;1802;1872;1992;2092;2152;2282
10-29,34,906400,20:00:00,2,25,110;200;290;391;491;571;680;821;921;1011;1191;1241;1381;1541;1741;1785;1905;1995;2045;2125;2255;2355;2415;2545
10-29,34,906401,12:00:00,17,25,101;181;321;431;561;641;711;802;881
10-29,34,906401,16:00:00,16,25,120;200;290;430;540;680;740;810;910;1000
10-29,34,906403,22:00:00,6,25,100;180;250;320;450;500;680;820;920;1040;1139;1219;1279;1419;1489;1569;1708;1768;1858;1938
10-29,34,906404,16:00:00,6,25,140;240;300;370;510;560;670;860;980;1160;1271;1361;1441;1581;1681;1821;1881;1942;2033;2103
10-29,34,906405,10:00:00,19,25,140;250;400;469;540;630;710
10-29,34,906405,16:00:00,10,25,190;230;390;580;690;830;950;1030;1110;1270;1390;1531;1601;1671;1771;1851
10-29,34,906405,20:00:00,14,25,110;220;330;440;550;660;770;880;990;1100;1210;1320
10-29,34,912360,20:00:00,19,25,140;240;380;450;510;600;680
10-29,34,912360,8:00:00,14,25,140;275;445;505;616;696;756;838;978;1078;1148;1268
10-29,34,912363,10:00:00,6,25,150;240;300;370;560;600;790;931;1051;1211;1331;1441;1520;1660;1780;1920;1980;2060;2160;2230
10-29,34,912363,14:00:00,5,25,50;170;240;290;370;490;530;620;760;851;981;1071;1142;1241;1382;1501;1631;1691;1761;1852;1922
10-29,34,912363,8:00:00,4,25,140;210;370;450;520;590;750;790;990;1130;1270;1450;1580;1660;1740;1890;1980;2140;2201;2261;2351;2431
10-29,34,912368,16:00:00,19,25,140;270;400;470;550;660;740
10-29,34,912368,8:00:00,14,25,120;230;360;440;530;690;790;960;1030;1090;1170;1241
10-29,34,912371,10:00:00,14,25,130;281;401;501;581;741;841;970;1040;1110;1210;1289
10-29,34,912371,8:00:00,17,25,80;161;311;411;581;651;711;801;881
10-29,340,903990,14:00:00,5,11,101;191;360;508;619;709;963
10-29,340,903990,18:00:00,4,11,210;320;410;620;790;920;1010;1305
10-29,340,903990,8:00:00,2,11,110;230;400;510;620;770;922;1042;1132;1402
10-29,341,902005,14:00:00,5,9,190;350;440;650;780
10-29,343,901718,8:00:00,8,13,200;260;360;430;501;571
10-29,343,901719,8:00:00,7,14,80;250;331;641;891;1001;1131;1261
10-29,343,901721,16:00:00,8,14,141;221;501;751;831;951;1102
10-29,343,901722,14:00:00,7,14,60;150;231;511;741;820;940;1130
10-29,343,901723,8:00:00,10,14,290;530;610;740;860
10-29,343,904506,20:00:00,9,14,70;320;520;580;681;842
10-29,347,903696,12:00:00,2,13,110;160;240;500;590;690;740;790;890;960;1020;1070
10-29,347,903696,14:00:00,2,13,110;161;231;471;531;601;651;701;761;821;892;942
10-29,347,903696,16:00:00,2,13,110;170;240;520;600;690;770;830;920;990;1060;1120
10-29,347,903696,18:00:00,2,13,110;180;250;760;850;930;1020;1080;1180;1270;1350;1410
10-29,347,903696,20:00:00,2,13,110;180;250;539;619;690;750;800;880;950;1030;1100
10-29,347,903696,8:00:00,2,13,110;170;250;519;599;670;740;790;930;1030;1110;1170
10-29,35,902171,14:00:00,16,24,387;856;1000;1392;1530;1790;1990;2080;2465
10-29,35,902173,8:00:00,20,24,139;529;849;999;1551
10-29,35,902174,8:00:00,12,23,130;300;690;1020;1316;1909;2011;2402;2522;2822;3092;3222
10-29,35,902177,12:00:00,15,24,125;345;780;990;1400;1520;1724;1922;2032;2191
10-29,35,902177,14:00:00,3,17,70;130;250;330;401;496;674;780;887;1044;1204;1425;1545;1882;2237
10-29,353,903698,14:00:00,14,19,84;139;202;268;315;375
10-29,353,903699,10:00:00,12,17,103;167;304;425;488;664
10-29,353,903699,14:00:00,3,17,1820;1881;1946;2020;2084;2156;2232;2306;2431;2519;2583;2699;2798;2886;3081
10-29,353,903699,20:00:00,7,19,90;205;279;365;478;557;622;722;763;837;906;956;1026
10-29,353,903700,10:00:00,15,19,57;157;237;288;359
10-29,353,903706,20:00:00,6,17,80;140;219;304;379;503;599;661;786;880;938;1142
10-29,362,905625,16:00:00,12,16,190;260;381;471;651
10-29,362,905625,20:00:00,2,16,110;196;241;281;322;367;550;599;679;783;912;972;1062;1162;1292
10-29,362,905626,10:00:00,12,16,80;119;168;212;308
10-29,362,905626,18:00:00,9,16,110;190;485;550;598;645;686;771
10-29,367,902101,10:00:00,3,17,180;320;420;560;681;871;951;1092;1142;1492;1572;1662;1722;1792;1842
10-29,367,902101,12:00:00,12,17,330;400;500;560;650;720
10-29,367,905602,12:00:00,15,19,149;239;309;449;589
10-29,367,905602,18:00:00,5,19,60;150;220;270;670;729;819;979;1039;1079;1219;1339;1409;1579;1749
10-29,368,904877,18:00:00,8,14,110;230;310;360;490;530;610
10-29,37,912319,18:00:00,15,31,160;390;691;951;1001;1232;1342;1542;1662;1772;1862;2015;2185;2315;2495;2565;2665
10-29,37,912321,10:00:00,26,32,130;200;360;440;641;791;911
10-29,37,912321,20:00:00,18,31,140;190;320;430;560;660;730;800;940;1080;1180;1320;1390;1481
10-29,37,912321,8:00:00,27,31,150;280;451;521;621
10-29,37,912323,14:00:00,14,32,120;180;310;481;651;851;1071;1241;1351;1401;1481;1681;1791;1862;2043;2133;2323;2464;2604
10-29,37,912323,18:00:00,18,31,250;390;530;650;840;950;1030;1110;1250;1410;1540;1700;1780;1870
10-29,37,912324,10:00:00,13,32,80;261;321;452;652;822;981;1203;1393;1523;1583;1653;1834;1944;2025;2195;2286;2496;2626;2756
10-29,37,912324,16:00:00,20,32,191;391;531;591;671;901;1002;1072;1352;1443;1663;1823;1993
10-29,37,912324,20:00:00,20,31,220;320;440;550;620;680;800;900;1010;1170;1230;1310
10-29,37,912327,10:00:00,6,30,140;310;370;540;620;800;900;990;1210;1260;1390;1560;1730;1871;2081;2251;2371;2421;2541;2761;2881;2932;3092;3172;3382
10-29,37,912327,12:00:00,24,31,80;150;270;400;501;671;741;821
10-29,37,912334,10:00:00,27,32,90;250;340;510;660;790
10-29,37,912334,18:00:00,12,32,130;210;360;410;570;790;1000;1130;1341;1581;1701;1762;1882;2102;2182;2242;2473;2573;2783;2913;3063
10-29,37,912335,12:00:00,23,31,120;220;290;411;521;611;741;811;901
10-29,37,912335,16:00:00,13,32,60;260;300;431;621;791;931;1201;1381;1491;1541;1631;1811;1901;1961;2141;2231;2402;2542;2662
10-29,37,912336,10:00:00,17,31,310;469;580;800;930;1050;1180;1270;1350;1480;1621;1761;1950;2030;2120
10-29,37,912336,16:00:00,15,31,121;322;652;792;902;1132;1242;1392;1512;1592;1672;1792;1922;2022;2192;2262;2352
10-29,37,912339,20:00:00,17,31,280;410;460;680;780;910;1020;1110;1180;1310;1440;1540;1710;1770;1870
10-29,37,912342,10:00:00,23,31,120;221;291;411;551;661;791;861;951
10-29,37,912343,12:00:00,19,32,130;350;530;631;691;761;991;1091;1151;1291;1391;1581;1721;1862
10-29,37,912343,16:00:00,9,31,100;251;332;523;593;673;803;1013;1324;1534;1594;1834;1964;2134;2254;2344;2414;2544;2694;2804;2945;3015;3105
10-29,37,912352,10:00:00,24,31,80;160;284;414;534;694;764;854
10-29,37,912353,14:00:00,22,32,140;200;310;550;700;750;910;1010;1200;1370;1510
10-29,371,904004,16:00:00,16,21,230;460;510;710;800;960
10-29,374,905630,18:00:00,6,11,210;320;410;490;530;669
10-29,375,905019,18:00:00,2,9,110;190;260;320;400;470;529;598
10-29,400,900129,16:00:00,21,29,70;151;221;271;331;371;451;502;582
10-29,400,900134,12:00:00,23,29,70;110;230;290;340;400;570
10-29,400,900134,8:00:00,7,29,60;111;171;251;351;480;630;710;780;850;950;1089;1199;1410;1471;1551;1612;1662;1772;1842;1892;1992;2202
10-29,400,900136,10:00:00,16,29,100;170;270;460;580;680;780;860;910;970;1021;1132;1192;1272
10-29,400,900136,14:00:00,20,29,140;231;301;371;420;480;530;610;670;741
10-29,400,900136,18:00:00,14,29,71;141;201;291;401;471;811;881;942;1032;1082;1162;1232;1282;1362;1592
10-29,401,900140,16:00:00,10,15,80;200;300;410;471;721
10-29,401,900140,8:00:00,7,16,110;210;289;439;519;769;820;940;1050;1120
10-29,401,903977,8:00:00,9,15,131;231;361;461;582;653;984
10-29,4011,902222,12:00:00,18,28,90;150;220;300;364;454;513;623;833;943;1043
10-29,4011,902223,14:00:00,18,28,100;160;221;291;357;437;497;593;813;933;1014
10-29,4011,902223,18:00:00,23,28,140;251;350;400;460;550
10-29,4011,902225,8:00:00,14,28,70;366;426;516;616;676;747;828;897;987;1055;1164;1381;1501;1596
10-29,4011,902227,12:00:00,19,28,80;140;220;340;440;520;610;650;701;781
10-29,4011,902227,18:00:00,13,28,80;130;423;473;554;644;704;765;835;897;967;1017;1109;1309;1421;1521
10-29,4013,904586,14:00:00,22,26,120;190;325;415;750
10-29,4013,904586,20:00:00,2,8,110;310;400;451;582;771;910
10-29,4013,904587,16:00:00,16,26,107;175;245;325;448;523;646;714;834;924;1300
10-29,4013,904588,8:00:00,17,26,90;161;251;398;487;607;677;807;898;1236
10-29,4013,907239,22:00:00,21,26,110;220;330;440;550;660
10-29,4013,907240,18:00:00,2,26,110;419;521;603;793;1133;1317;1527;1648;1733;1869;1957;2064;2163;2317;2401;2483;2553;2701;2793;2916;2989;3089;3179;3659
10-29,4013,907241,12:00:00,20,26,98;174;301;364;446;532;861
10-29,4013,907241,14:00:00,19,27,113;301;414;624;696;796;966;1060;1142
10-29,4013,907244,16:00:00,21,28,110;252;312;436;636;728;798;966
10-29,4013,907244,20:00:00,20,26,113;182;287;335;413;473;774
10-29,4013,907245,8:00:00,2,26,110;330;460;521;681;936;1102;1261;1367;1455;1545;1607;1711;1787;1897;1975;2048;2112;2272;2342;2466;2543;2646;2734;3037
10-29,402,900130,10:00:00,19,26,70;130;220;310;391;451;512;602
10-29,402,900146,12:00:00,10,26,60;130;200;401;502;622;702;802;882;952;1012;1092;1192;1272;1332;1392;1482
10-29,402,900151,12:00:00,19,26,70;140;250;350;440;510;581;641
10-29,402,900152,14:00:00,22,26,70;150;240;380;441
10-29,402,900153,12:00:00,22,26,70;141;211;371;432
10-29,402,904068,12:00:00,13,26,241;341;481;571;641;721;791;862;942;1042;1132;1212;1272;1342
10-29,402,904068,8:00:00,11,26,80;170;424;554;693;774;864;944;1024;1074;1154;1244;1334;1394;1474;1574
10-29,42,942314,18:00:00,12,18,200;360;429;509;620;740;810
10-29,42,942315,10:00:00,12,16,120;220;330;479;619
10-29,42,942315,12:00:00,10,16,230;290;400;500;599;720;850
10-29,42,942340,12:00:00,14,18,60;130;240;350;412
10-29,4204,904925,16:00:00,16,32,130;259;389;479;659;789;849;940;1050;1267;1467;1887;2056;2316;2446;2766;2986
10-29,4204,904926,12:00:00,10,31,110;160;200;289;419;499;659;759;880;980;1160;1299;1359;1470;1570;1790;2030;2400;2540;2770;2870;3170
10-29,4204,904926,14:00:00,15,32,179;270;431;480;709;750;840;920;970;1030;1140;1200;1270;1371;1441;1491;1551;1611
10-29,4204,904927,12:00:00,8,32,570;800;1080;1191;1281;1351;1482;1642;1702;1822;1862;2002;2042;2161;2261;2311;2371;2481;2541;2601;2691;2761;2801;2851;2891
10-29,4204,904927,8:00:00,9,32,230;520;630;730;820;950;1120;1190;1340;1381;1601;1661;1802;1902;1963;2013;2173;2233;2303;2383;2463;2513;2553;2613
10-29,4204,904928,14:00:00,21,32,150;220;380;490;731;951;1391;1551;1801;1921;2231;2461
10-29,4204,904928,16:00:00,27,32,110;200;300;350;400;460
10-29,4204,904929,10:00:00,24,32,133;344;545;973;1113;1363;1483;1883;2073
10-29,4205,904939,10:00:00,16,28,190;270;430;529;1179;1279;1669;1849;1999;2099;2278;2328;2498
10-29,4205,904939,18:00:00,13,28,101;210;261;421;492;652;742;1382;1493;1862;2043;2233;2337;2497;2547;2717
10-29,4205,904939,8:00:00,17,32,200;241;451;492;662;762;812;892;982;1382;1453;1553;1643;1702;1752;1803
10-29,4208,904907,8:00:00,35,43,80;240;500;650;710;1042;1132;1182;1332
10-29,452,904072,8:00:00,17,25,119;189;224;601;651;711;791;881;971
10-29,452,904075,12:00:00,19,25,66;402;442;502;572;632;723
10-29,452,904075,8:00:00,18,26,240;500;630;706;776;966;1030;1094;1138
10-29,452,904077,18:00:00,15,26,70;120;290;564;812;972;1042;1102;1232;1342;1412;1482
10-29,458,901533,14:00:00,22,31,90;160;271;341;441;491;610;720;810;860
10-29,458,901534,14:00:00,12,31,50;130;220;409;479;779;829;909;1059;1179;1259;1329;1419;1479;1569;1629;1719;1799;1890;1940
10-29,458,901534,16:00:00,16,31,60;380;440;640;700;770;850;930;1010;1061;1141;1211;1321;1511;1561;1641
10-29,458,901535,18:00:00,23,31,80;140;190;271;351;461;651;711;801
10-29,458,901535,8:00:00,18,31,80;300;390;441;521;602;663;714;804;884;993;1193;1253;1333
10-29,458,901549,8:00:00,13,31,120;280;390;460;750;830;1040;1130;1200;1290;1370;1421;1471;1571;1661;1771;1971;2031;2101
10-29,458,905435,10:00:00,23,31,80;141;192;272;332;432;632;692;772
10-29,458,905436,10:00:00,13,17,150;300;410;470;780
10-29,458,905437,14:00:00,17,31,310;371;581;661;731;821;911;971;1031;1131;1211;1321;1551;1611;1711
10-29,459,905393,14:00:00,31,44,61;202;262;313;373;464;594;987;1057;1107;1168;1368;1458;1687
10-29,459,905393,16:00:00,32,44,140;311;382;442;522;653;732;802;852;912;996;1076;1146
10-29,459,905394,16:00:00,29,44,250;360;730;860;1033;1103;1162;1242;1383;1463;1543;1593;1663;1763;1833;1893
10-29,459,905394,18:00:00,38,43,421;491;550;630;920;1019
10-29,459,905394,8:00:00,37,44,140;210;280;330;380;500;551;611
10-29,459,905395,12:00:00,37,44,120;178;228;275;325;405;475;535
10-29,459,905399,20:00:00,33,44,145;217;277;379;469;549;609;659;710;800;860;920
10-29,459,905400,8:00:00,10,36,391;561;647;717;797;928;1094;1183;1253;1363;1433;1553;1643;1683;1752;2282;2332;2672;2832;3092;3202;3532;3642;3752;3862;3972;4082
10-29,459,905401,12:00:00,6,31,220;360;433;577;893;1053;1144;1187;1257;1367;1557;1661;1742;1842;1932;1992;2082;2122;2162;2672;2752;3032;3142;3412;3502;3872
10-29,459,905401,16:00:00,31,44,70;210;280;410;470;550;650;1089;1159;1215;1275;1516;1626;2046
10-29,459,905401,8:00:00,28,36,171;500;590;940;1140;1274;1342;1402;1452
10-29,459,905403,14:00:00,35,44,56;135;284;381;471;521;571;691;781;851
10-29,459,905403,8:00:00,3,30,210;370;471;671;791;841;966;1277;1451;1526;1576;1626;1728;1838;1919;1969;2089;2170;2240;2300;2360;2410;2890;2940;3239;3430;3740;3831
10-29,459,905404,16:00:00,24,44,70;120;190;290;370;470;530;610;730;780;840;890;960;1150;1559;1629;1679;1769;1999;2109;2569
10-29,459,905404,8:00:00,26,44,50;410;560;800;890;1270;1421;1648;1728;1788;1838;1928;1989;2049;2089;2129;2190;2260;2340
10-29,459,905406,8:00:00,39,44,65;113;156;356;436;655
10-29,459,905409,16:00:00,37,44,155;588;661;711;801;1061;1161;1621
10-29,459,905409,18:00:00,39,44,88;143;183;283;393;503
10-29,459,905413,14:00:00,30,44,110;470;601;786;857;900;960;1112;1203;1274;1323;1373;1473;1543;1613
10-29,459,905416,8:00:00,20,44,100;200;290;350;400;980;1030;1820;1970;2190;2300;2660;2810;3035;3106;3152;3232;3381;3431;3492;3543;3653;3763;3843;3953
10-29,459,905419,12:00:00,32,44,140;200;260;314;414;524;837;918;968;1048;1251;1361;1691
10-29,459,905429,10:00:00,40,44,50;100;170;230;300
10-29,459,905430,20:00:00,21,44,90;180;270;320;770;810;1160;1270;1500;1580;1930;2091;2250;2321;2379;2429;2539;2629;2689;2727;2767;2839;2899;2942
10-29,459,905431,10:00:00,10,40,371;505;585;655;714;814;964;1035;1115;1215;1295;1375;1425;1485;1556;2096;2146;2456;2586;2836;2926;3285;3405;3580;3650;3709;3839;3963;4043;4114;4154
10-29,4592,905411,8:00:00,35,44,110;220;358;1138;1216;1260;1311;1512;1592;1712
10-29,4593,905433,10:00:00,14,43,59;129;209;329;399;459;519;599;689;769;810;890;1359;1419;1730;1880;2130;2210;2560;2690;2870;2930;2999;3119;3219;3319;3389;3478;3528;3588
10-29,4593,905433,16:00:00,49,58,197;566;646;697;776;976;1066;1217;1437;1477
10-29,4593,905433,18:00:00,32,55,350;510;730;790;860;1050;1170;1331;1421;1542;1622;1702;1912;1983;2034;2114;2243;2303;2392;2542;2702;2792;2853;3293
10-29,461,901222,8:00:00,11,19,110;740;860;1460;1560;1790;2046;2248;2560
10-29,462,901226,16:00:00,18,22,880;1660;2360;2611;3042
10-29,462,901226,18:00:00,4,10,260;877;1933;2717;2947;4128;4268
10-29,462,901228,8:00:00,3,17,137;227;288;360;525;686;806;986;1058;1309;1479;1931;2043;3193;3403
10-29,462,901230,16:00:00,18,22,803;1558;2259;2519;2919
10-29,462,901231,8:00:00,16,22,1130;1360;2061;2911;3541;3758;4336
10-29,462,901232,14:00:00,7,18,107;226;327;506;606;828;958;1286;1387;2464;2644;3443
10-29,462,901233,8:00:00,4,10,260;970;1882;2633;2783;2893;3003
10-29,462,901236,16:00:00,17,22,170;962;1743;2353;2513;2970
10-29,462,901874,10:00:00,17,22,190;874;1517;2100;2299;2608
10-29,462,901875,12:00:00,17,22,179;929;1566;2144;2347;2655
10-29,462,901878,10:00:00,18,23,100;155;206;253;393;503
10-29,462,901879,14:00:00,14,21,420;491;1850;2030;2791;3402;4037;4296
10-29,462,901880,10:00:00,15,21,110;220;330;440;1071;1692;1885
10-29,462,901880,16:00:00,13,19,110;397;507;1612;1792;2492;3092
10-29,462,901882,12:00:00,12,19,191;361;741;851;1941;2112;2812;3482
10-29,462,901887,10:00:00,5,12,547;1230;1900;2150;3151;3271;3600;3700
10-29,462,901887,14:00:00,6,18,77;227;327;447;638;748;1008;1108;1408;1498;2598;2708;2818
10-29,462,901888,14:00:00,11,23,340;480;701;770;982;1123;1204;1334;1414;1468;1505;1615;1706
10-29,462,901889,16:00:00,5,14,468;1449;2109;2259;3300;3461;3741;3921;4162;4242
10-29,462,904747,12:00:00,10,23,70;400;530;740;810;1020;1140;1220;1350;1403;1453;1517;1647;1751
10-29,462,904748,16:00:00,3,8,1895;2114;2632;3586;4226;4376
10-29,462,904749,18:00:00,2,8,110;712;954;1547;2489;3209;3409
10-29,462,905005,12:00:00,18,22,800;1410;1981;2179;2516
10-29,469,902960,8:00:00,18,28,110;945;1232;1402;1552;1642;1983;2173;2433;2662;2782
10-29,47,904341,14:00:00,46,51,351;564;701;781;906;986
10-29,47,904341,22:00:00,47,51,195;333;434;624;714
10-29,47,904341,8:00:00,45,51,151;551;770;971;1080;1257;1369
10-29,47,906229,8:00:00,2,28,110;190;440;550;679;869;1149;1439;1540;1787;1977;2164;2514;2744;2974;3134;3294;3634;3704;3844;3924;3964;4064;4264;4374;4484;4594
10-29,47,906230,16:00:00,40,51,181;311;430;600;705;785;901;990;1119;1256;1366;1487
10-29,47,906231,10:00:00,40,51,190;350;490;740;869;989;1324;1511;1691;1787;1907;2007
10-29,47,906231,12:00:00,25,44,300;411;501;621;881;1002;1252;1372;1572;1662;1802;2013;2083;2232;2422;2591;2711;2841;3081;3201
10-29,47,906231,14:00:00,10,28,108;286;469;631;862;1052;1282;1432;1573;1963;2029;2169;2259;2339;2399;2669;2749;2869;2979
10-29,47,906231,20:00:00,32,51,110;310;410;550;750;820;980;1180;1360;1510;1650;1890;2030;2150;2450;2653;2801;2892;3022;3112
10-29,47,906232,10:00:00,12,30,159;347;577;779;1019;1169;1310;1660;1730;1880;1970;2040;2140;2440;2551;2641;2741;2970;3100
10-29,47,906232,16:00:00,16,38,191;341;482;932;1002;1162;1262;1322;1432;1702;1782;1862;1972;2190;2305;2545;2665;2852;2962;3115;3355;3425;3545
10-29,47,906232,22:00:00,35,51,141;341;420;568;729;909;998;1129;1329;1479;1589;1920;2113;2273;2383;2543;2633
10-29,47,906232,8:00:00,34,51,90;230;470;550;730;940;1140;1300;1440;1741;1871;2001;2371;2601;2806;2897;3041;3131
10-29,47,906234,10:00:00,24,43,90;330;441;552;637;857;968;1153;1263;1444;1524;1654;1868;1938;2088;2278;2448;2607;2737;2987
10-29,47,906234,12:00:00,6,29,110;220;330;440;550;660;770;880;990;1100;1210;1320;1430;1540;1650;1760;1870;1980;2090;2200;2310;2420;2530;2640
10-29,47,906234,16:00:00,42,49,110;220;330;440;550;660;770;880
10-29,47,962336,18:00:00,8,32,299;553;708;899;1127;1387;1717;1947;2317;2497;2707;3337;3527;3721;3961;4091;4439;4529;4709;4759;4869;5539;6039;6459;6729
10-29,47,962336,8:00:00,25,48,80;261;331;442;603;921;962;1242;1292;1376;1556;1717;1987;2162;2272;2483;2673;2868;3047;3197;3324;3428;3588;3688
10-29,47,962340,10:00:00,40,48,220;370;631;821;1026;1166;1269;1414;1547
10-29,47,962346,18:00:00,19,42,80;265;445;715;851;1231;1336;1537;1617;1747;2077;2547;2617;2936;3006;3106;3276;3496;3727;3919;4139;4376;4527;4682
10-29,47,962346,8:00:00,2,23,110;181;369;481;733;954;1223;1373;1523;1713;1905;2171;2458;2699;2789;2929;3089;3249;3424;3634;4044;4170
10-29,47,962351,14:00:00,36,51,210;290;444;624;774;854;984;1214;1359;1459;1729;1909;2069;2159;2259;2369
10-29,47,962354,10:00:00,46,51,275;471;600;686;805;874
10-29,47,963829,16:00:00,40,51,201;321;461;741;870;980;1321;1552;1712;1821;2022;2142
10-29,47,963837,10:00:00,44,48,180;270;680;841;1061
10-29,47,963837,12:00:00,35,48,190;340;530;690;821;1022;1142;1342;1552;1753;1893;2122;2329;2539
10-29,47,963841,12:00:00,42,51,130;360;500;620;907;1106;1276;1366;1516;1606
10-29,47,963841,16:00:00,7,21,200;333;523;604;809;977;1152;1403;1623;1854;2004;2164;2615;2695;2876
10-29,47,963849,22:00:00,43,51,160;330;470;600;780;900;1001;1162;1292
10-29,47,963853,18:00:00,35,51,170;380;450;570;760;950;1101;1241;1501;1661;1831;2292;2492;2722;2832;2972;3092
10-29,47,963859,12:00:00,7,22,110;220;330;440;550;660;770;880;990;1100;1210;1320;1430;1540;1650;1760
10-29,47,963861,20:00:00,36,51,199;269;390;589;710;850;980;1200;1360;1480;1780;1953;2083;2183;2324;2424
10-29,48,900394,16:00:00,44,48,246;395;508;689;823
10-29,48,900394,22:00:00,2,23,110;172;327;422;662;869;1148;1258;1378;1509;1719;1869;2028;2159;2229;2379;2559;2599;2780;2890;3060;3190
10-29,48,901617,10:00:00,43,51,230;403;532;874;1072;1193;1269;1404;1505
10-29,48,901617,18:00:00,21,43,164;234;334;377;732;817;927;1040;1290;1406;1756;1870;2059;2199;2330;2521;2612;2781;2982;3155;3285;3457;3737
10-29,48,901617,20:00:00,7,29,220;500;610;750;900;1171;1351;1511;1721;1801;1951;2138;2208;2389;2520;2720;2819;3125;3215;3415;3475;3566;3696
10-29,48,901618,10:00:00,37,48,274;463;602;802;912;1153;1332;1522;1665;1749;1885;1999
10-29,48,901618,14:00:00,16,36,73;266;446;506;726;845;1073;1184;1475;1546;1736;1796;1906;2066;2325;2366;2586;2636;2726;2926;3108
